playlist_idx,track_idx,score,new_rank,popularity_tier
14949,1064070,1.1856333017349243,2,High
14949,2051449,1.1734318733215332,3,High
14949,1679918,1.1630316972732544,4,High
14949,1747527,1.1629812717437744,5,High
14949,383568,1.1607547998428345,6,High
14949,958335,1.1567869186401367,7,High
18411,384283,1.075317621231079,1,High
18411,1847473,1.0652722120285034,2,High
18411,583161,1.0599080324172974,3,High
18411,1202923,1.0595252513885498,4,High
18411,922683,1.0576424598693848,5,High
18411,106959,1.0524893999099731,6,High
18411,1271452,1.0482048988342285,7,High
18585,1405719,0.8036515116691589,1,High
18585,1646275,0.7990037202835083,2,High
18585,1202935,0.7869278788566589,3,High
18585,35736,0.7811436653137207,4,High
18585,719285,0.7799298167228699,5,High
18585,1304067,0.7796415090560913,6,High
18585,1846454,0.7796212434768677,7,High
18792,1369730,1.2006322145462036,1,High
18792,2184274,1.1986057758331299,2,High
18792,549770,1.1943004131317139,3,High
18792,282839,1.190474271774292,4,High
18792,349597,1.182453989982605,5,High
18792,888149,1.1815741062164307,6,High
18792,517575,1.1737419366836548,7,High
19136,1813695,0.8678517937660217,1,High
19136,1098863,0.8573029637336731,2,High
19136,450468,0.8504545092582703,3,High
19136,36586,0.8496863842010498,4,High
19136,550055,0.8471625447273254,5,High
19136,718838,0.8400189876556396,6,High
19136,2183623,0.8396756052970886,7,High
20745,1644715,1.3995041847229004,1,High
20745,1064626,1.357622742652893,2,High
20745,922122,1.3538388013839722,3,High
20745,142490,1.3460445404052734,4,High
20745,1714296,1.32524836063385,5,High
20745,1202482,1.3240269422531128,6,High
20745,2018712,1.3234180212020874,7,High
22150,2049920,1.0766677856445312,1,High
22150,1574439,1.0749465227127075,2,High
22150,1748219,1.074507474899292,3,High
22150,1302899,1.0740365982055664,4,High
22150,1780602,1.0726261138916016,5,High
22150,1881163,1.0704621076583862,6,High
22150,1304217,1.0683225393295288,7,High
22555,993971,1.1131548881530762,1,High
22555,1506893,1.07195246219635,2,High
22555,1981469,1.0561639070510864,3,High
22555,2017308,1.0556873083114624,4,High
22555,1947361,1.0440491437911987,5,High
22555,316801,1.036813497543335,6,High
22555,178003,1.036508560180664,7,High
23200,35741,0.9631843566894531,1,High
23200,348771,0.9424721598625183,2,High
23200,1715150,0.940138578414917,3,High
23200,1169360,0.9399755597114563,4,High
23200,247426,0.9374789595603943,5,High
23200,1405735,0.9364734292030334,6,High
23200,1302905,0.9344887137413025,7,High
23428,1575239,1.0757791996002197,1,High
23428,719571,1.069223403930664,2,High
23428,517441,1.0642436742782593,3,High
23428,685922,1.04656183719635,4,High
23428,450323,1.0448964834213257,5,High
23428,1133215,1.0244649648666382,6,High
23428,1948227,1.0219100713729858,7,High
23959,921714,1.2753691673278809,1,High
23959,1814963,1.2645941972732544,2,High
23959,1168785,1.260046124458313,3,High
23959,2017563,1.2591862678527832,4,High
23959,308,1.252747654914856,5,High
23959,517437,1.2398179769515991,6,High
23959,618053,1.235119342803955,7,High
25186,685656,0.4409489035606384,1,High
25186,889195,0.40945395827293396,2,High
25186,1238522,0.4037155508995056,3,High
25186,1271304,0.397474467754364,4,High
25186,283281,0.39181551337242126,5,High
25186,483314,0.38830459117889404,6,High
25186,1747517,0.3863753080368042,7,High
25428,1168934,1.202239751815796,1,High
25428,617878,1.1608843803405762,2,High
25428,451857,1.1518551111221313,3,High
25428,1982585,1.1369388103485107,4,High
25428,1644576,1.1153061389923096,5,High
25428,1814398,1.1076359748840332,6,High
25428,1611256,1.1019576787948608,7,High
27644,1574836,1.2027121782302856,1,High
27644,1238505,1.1826612949371338,2,High
27644,1441384,1.1743274927139282,3,High
27644,855008,1.1705914735794067,4,High
27644,618039,1.1687535047531128,5,High
27644,2116743,1.16330885887146,6,High
27644,2051010,1.1627742052078247,7,High
28216,1646275,1.0310782194137573,1,High
28216,1405719,1.000943660736084,2,High
28216,35736,0.9635252952575684,3,High
28216,1202935,0.9631963968276978,4,High
28216,1609417,0.9628235697746277,5,High
28216,1846454,0.9618965983390808,6,High
28216,719285,0.954361081123352,7,High
31714,1679520,1.1826919317245483,1,High
31714,855817,1.1329097747802734,2,High
31714,177999,1.1304470300674438,3,High
31714,1168934,1.128698706626892,4,High
31714,451039,1.1134554147720337,5,High
31714,1304673,1.1123968362808228,6,High
31714,2018708,1.1097503900527954,7,High
32111,1611258,1.005776047706604,1,High
32111,2117716,0.9775473475456238,2,High
32111,1576161,0.9730581045150757,3,High
32111,1406151,0.9709983468055725,4,High
32111,1369593,0.9638661742210388,5,High
32111,889151,0.9590562582015991,6,High
32111,1574423,0.9577548503875732,7,High
33794,1271304,1.2649667263031006,1,High
33794,685656,1.228109359741211,2,High
33794,1238522,1.2195470333099365,3,High
33794,887890,1.200001835823059,4,High
33794,1747517,1.1829781532287598,5,High
33794,1646639,1.1386947631835938,6,High
33794,889195,1.1327604055404663,7,High
35277,1847954,0.8571600914001465,1,High
35277,1576037,0.8330816030502319,2,High
35277,1062690,0.823422372341156,3,High
35277,518361,0.8192245364189148,4,High
35277,1575106,0.8090107440948486,5,High
35277,650612,0.8017275929450989,6,High
35277,1099350,0.7942621111869812,7,High
37620,820939,1.103073239326477,1,High
37620,1610981,1.0994067192077637,2,High
37620,2151582,1.096445083618164,3,High
37620,1881427,1.0771737098693848,4,High
37620,992243,1.0742173194885254,5,High
37620,584236,1.070246696472168,6,High
37620,1575239,1.0695019960403442,7,High
38262,141927,1.3245891332626343,1,High
38262,451857,1.309462547302246,2,High
38262,2184136,1.2764843702316284,3,High
38262,617878,1.2598042488098145,4,High
38262,582720,1.2542071342468262,5,High
38262,2050198,1.2402517795562744,6,High
38262,1644576,1.216413140296936,7,High
40206,1948227,1.079993486404419,1,High
40206,1646411,1.0759410858154297,2,High
40206,2050744,1.0596669912338257,3,High
40206,1203211,1.0573344230651855,4,High
40206,2118145,1.056728482246399,5,High
40206,787973,1.0520074367523193,6,High
40206,1679654,1.0518609285354614,7,High
41915,2117006,1.1021463871002197,1,High
41915,1370924,1.1002897024154663,2,High
41915,483867,1.0920673608779907,3,High
41915,921697,1.0829402208328247,4,High
41915,1982865,1.0811598300933838,5,High
41915,1029199,1.0795600414276123,6,High
41915,1404790,1.0772265195846558,7,High
43443,1237406,0.7190526723861694,1,High
43443,2018556,0.712407112121582,2,High
43443,1062546,0.7100402116775513,3,High
43443,855801,0.7084248065948486,4,High
43443,1440843,0.7074196934700012,5,High
43443,418536,0.7071741819381714,6,High
43443,1506500,0.7071496844291687,7,High
44177,1134293,1.1284186840057373,1,High
44177,0,1.1247817277908325,2,High
44177,1814108,1.1105196475982666,3,High
44177,246716,1.1095812320709229,4,High
44177,1405166,1.1075304746627808,5,High
44177,854446,1.0995206832885742,6,High
44177,1237107,1.09855055809021,7,High
44536,1169900,1.624670386314392,1,High
44536,1133215,1.360616683959961,2,High
44536,752257,1.327919363975525,3,High
44536,685922,1.3234578371047974,4,High
44536,1678149,1.3168363571166992,5,High
44536,1714438,1.3103355169296265,6,High
44536,1506897,1.2853927612304688,7,High
47037,383995,1.3224066495895386,1,High
47037,418400,1.2473866939544678,2,High
47037,483565,1.2152581214904785,3,High
47037,142201,1.2113908529281616,4,High
47037,1336509,1.210758924484253,5,High
47037,1749010,1.2062034606933594,6,High
47037,1370385,1.2032766342163086,7,High
47507,1237558,1.388296127319336,1,High
47507,2084243,1.3624012470245361,2,High
47507,1098483,1.361469030380249,3,High
47507,37348,1.3590824604034424,4,High
47507,1506507,1.2622846364974976,5,High
47507,1169214,1.2292208671569824,6,High
47507,36013,1.2209346294403076,7,High
47629,993153,1.0091156959533691,1,High
47629,1304228,0.9881314039230347,2,High
47629,211400,0.9478999972343445,3,High
47629,718565,0.9431807398796082,4,High
47629,1713620,0.940800666809082,5,High
47629,2183180,0.9342775344848633,6,High
47629,1337106,0.9252580404281616,7,High
50613,1747517,1.1863253116607666,1,High
50613,685656,1.1399086713790894,2,High
50613,417426,1.1193569898605347,3,High
50613,1169900,1.0836490392684937,4,High
50613,889195,1.082409381866455,5,High
50613,1814445,1.0786739587783813,6,High
50613,887890,1.0569956302642822,7,High
51407,452149,1.3492769002914429,1,High
51407,141395,1.3102798461914062,2,High
51407,923083,1.3071037530899048,3,High
51407,2151292,1.2784383296966553,4,High
51407,1064201,1.2700369358062744,5,High
51407,1404389,1.2694461345672607,6,High
51407,1946657,1.2640053033828735,7,High
51689,993283,0.93091881275177,1,High
51689,1575099,0.9231379628181458,2,High
51689,2184722,0.9192945957183838,3,High
51689,1610135,0.9174423813819885,4,High
51689,1543235,0.9162506461143494,5,High
51689,956874,0.9132661819458008,6,High
51689,719301,0.9060289263725281,7,High
52853,1369460,0.8005187511444092,1,High
52853,517186,0.8004715442657471,2,High
52853,348777,0.7929300665855408,3,High
52853,993280,0.7907764911651611,4,High
52853,2018287,0.787451982498169,5,High
52853,1982047,0.782350480556488,6,High
52853,418573,0.7818847298622131,7,High
52970,719425,1.169597864151001,1,High
52970,384389,1.1632269620895386,2,High
52970,617723,1.1481045484542847,3,High
52970,248563,1.1436938047409058,4,High
52970,1846923,1.122065544128418,5,High
52970,1440280,1.1210598945617676,6,High
52970,316125,1.1053425073623657,7,High
55261,348906,1.1267144680023193,1,High
55261,2151429,1.1258772611618042,2,High
55261,1405305,1.1168479919433594,3,High
55261,71911,1.1138015985488892,4,High
55261,717974,1.104230284690857,5,High
55261,176557,1.103104591369629,6,High
55261,1303924,1.1017980575561523,7,High
55877,1644709,1.2146265506744385,1,High
55877,855009,1.1852766275405884,2,High
55877,141927,1.1510013341903687,3,High
55877,384389,1.15096914768219,4,High
55877,2018724,1.1465692520141602,5,High
55877,2218516,1.143688440322876,6,High
55877,1715149,1.1280230283737183,7,High
56848,141929,1.2162095308303833,1,High
56848,1304348,1.2147642374038696,2,High
56848,922671,1.1967122554779053,3,High
56848,247005,1.1894052028656006,4,High
56848,1913141,1.1881952285766602,5,High
56848,1271028,1.1788808107376099,6,High
56848,1982023,1.1726043224334717,7,High
57100,820391,1.0448124408721924,1,High
57100,752783,1.043801188468933,2,High
57100,685947,1.0424890518188477,3,High
57100,888431,1.04135000705719,4,High
57100,651172,1.0405019521713257,5,High
57100,850,1.0382306575775146,6,High
57100,1063517,1.03810453414917,7,High
58430,1609417,1.0481644868850708,1,High
58430,1064070,1.0472251176834106,2,High
58430,719285,1.0455247163772583,3,High
58430,1846454,1.0390294790267944,4,High
58430,176151,1.0383641719818115,5,High
58430,1913147,1.0359745025634766,6,High
58430,1202935,1.0352519750595093,7,High
58794,718231,1.0733917951583862,1,High
58794,451468,1.071082592010498,2,High
58794,958087,1.0671641826629639,3,High
58794,1981609,1.0647417306900024,4,High
58794,1370260,1.0631563663482666,5,High
58794,1202923,1.0552927255630493,6,High
58794,384283,1.037537932395935,7,High
59682,1542690,1.1339458227157593,1,High
59682,957128,1.113762378692627,2,High
59682,1713480,1.0827730894088745,3,High
59682,1715029,1.0587316751480103,4,High
59682,1747225,1.0350955724716187,5,High
59682,1847045,1.0264854431152344,6,High
59682,2084127,1.023985743522644,7,High
60258,618166,0.38343507051467896,1,High
60258,888310,0.37825652956962585,2,High
60258,550030,0.37823235988616943,3,High
60258,1914812,0.37816399335861206,4,High
60258,284008,0.37682586908340454,5,High
60258,718545,0.37555456161499023,6,High
60258,1946132,0.37343066930770874,7,High
61247,518222,1.2909835577011108,1,High
61247,1303496,1.2761021852493286,2,High
61247,518243,1.2713367938995361,3,High
61247,649402,1.2705068588256836,4,High
61247,888986,1.2583814859390259,5,High
61247,1574580,1.2542234659194946,6,High
61247,283131,1.2404292821884155,7,High
61383,418534,1.1633152961730957,1,High
61383,1542388,1.141233205795288,2,High
61383,1099220,1.134613275527954,3,High
61383,549939,1.1229640245437622,4,High
61383,786973,1.1203198432922363,5,High
61383,1678872,1.1042336225509644,6,High
61383,1946257,1.1003711223602295,7,High
61751,517022,1.023499608039856,1,High
61751,141813,1.0100510120391846,2,High
61751,550030,0.9131875038146973,3,High
61751,1441680,0.9072526693344116,4,High
61751,1270754,0.9005321860313416,5,High
61751,1303668,0.8979730606079102,6,High
61751,751755,0.8978102207183838,7,High
62501,1679520,1.141217589378357,1,High
62501,177999,1.1166993379592896,2,High
62501,923079,1.1069245338439941,3,High
62501,1575360,1.1041407585144043,4,High
62501,452019,1.1035517454147339,5,High
62501,854863,1.0997320413589478,6,High
62501,1063114,1.0989389419555664,7,High
62593,2017432,1.0830469131469727,1,High
62593,2151287,1.0809521675109863,2,High
62593,1201909,1.0760246515274048,3,High
62593,2084256,1.074288249015808,4,High
62593,1609542,1.0701321363449097,5,High
62593,1574712,1.0696419477462769,6,High
62593,518094,1.0648893117904663,7,High
65281,1304228,1.3223693370819092,1,High
65281,1881003,1.3082261085510254,2,High
65281,993153,1.2289732694625854,3,High
65281,1441528,1.2217118740081787,4,High
65281,786699,1.221400260925293,5,High
65281,1847192,1.2206999063491821,6,High
65281,1879605,1.2189393043518066,7,High
65832,1576320,1.1615126132965088,1,High
65832,247431,1.1592822074890137,2,High
65832,1506102,1.1443864107131958,3,High
65832,1611118,1.1324394941329956,4,High
65832,956861,1.1248520612716675,5,High
65832,1405171,1.1098686456680298,6,High
65832,417569,1.1094756126403809,7,High
69234,1646275,0.9653379321098328,1,High
69234,1405719,0.945878803730011,2,High
69234,1202935,0.9093968868255615,3,High
69234,35736,0.9038571715354919,4,High
69234,1846454,0.8978033065795898,5,High
69234,1609417,0.8942965865135193,6,High
69234,719285,0.8941161632537842,7,High
69519,1169900,1.3755803108215332,1,High
69519,316796,1.346403956413269,2,High
69519,1847805,1.264508843421936,3,High
69519,2050077,1.259850263595581,4,High
69519,616998,1.2448270320892334,5,High
69519,142486,1.2388153076171875,6,High
69519,385102,1.2378764152526855,7,High
70988,2184493,0.32189568877220154,1,High
70988,584739,0.3154747784137726,2,High
70988,1679143,0.3134899139404297,3,High
70988,889741,0.31344300508499146,4,High
70988,1238525,0.31084924936294556,5,High
70988,1133544,0.3107644021511078,6,High
70988,1028977,0.3091564476490021,7,High
71995,384283,1.0928906202316284,1,High
71995,1847473,1.0823034048080444,2,High
71995,583161,1.0772093534469604,3,High
71995,1202923,1.0766148567199707,4,High
71995,922683,1.0752372741699219,5,High
71995,106959,1.0691087245941162,6,High
71995,650357,1.0661699771881104,7,High
73067,751873,1.1325507164001465,1,High
73067,1133110,1.1307159662246704,2,High
73067,2183764,1.1124904155731201,3,High
73067,212673,1.0978496074676514,4,High
73067,2183008,1.0925912857055664,5,High
73067,686337,1.0923879146575928,6,High
73067,71086,1.0899701118469238,7,High
73353,316797,1.094269037246704,1,High
73353,2217567,1.040541172027588,2,High
73353,1611131,1.040391445159912,3,High
73353,452149,1.039937973022461,4,High
73353,1099628,0.9992498159408569,5,High
73353,651030,0.9913915395736694,6,High
73353,36013,0.9833769798278809,7,High
74586,1679520,1.1532082557678223,1,High
74586,1133466,1.1379667520523071,2,High
74586,855817,1.1147258281707764,3,High
74586,1168934,1.1145167350769043,4,High
74586,177999,1.1081123352050781,5,High
74586,1848403,1.0975311994552612,6,High
74586,1679916,1.087980031967163,7,High
76983,2050201,1.0963754653930664,1,High
76983,1913147,1.0926271677017212,2,High
76983,1302899,1.092095136642456,3,High
76983,787137,1.0917617082595825,4,High
76983,958335,1.0916938781738281,5,High
76983,248291,1.0912668704986572,6,High
76983,1881163,1.090506672859192,7,High
78039,2151287,1.1195920705795288,1,High
78039,617872,1.1185792684555054,2,High
78039,211681,1.1151973009109497,3,High
78039,1370924,1.106444239616394,4,High
78039,1609,1.1047154664993286,5,High
78039,2017432,1.0968784093856812,6,High
78039,1541977,1.096245527267456,7,High
78234,1715310,1.2764729261398315,1,High
78234,719428,1.2633620500564575,2,High
78234,1542388,1.2585777044296265,3,High
78234,2017036,1.2433338165283203,4,High
78234,177721,1.2248146533966064,5,High
78234,1098076,1.2221909761428833,6,High
78234,283422,1.212437391281128,7,High
79859,718976,1.0934101343154907,1,High
79859,1135087,1.0862374305725098,2,High
79859,1846893,1.0761197805404663,3,High
79859,1748997,1.0750993490219116,4,High
79859,348605,1.0741523504257202,5,High
79859,2083965,1.0725128650665283,6,High
79859,1028789,1.0666766166687012,7,High
81072,2051162,0.9742375016212463,1,High
81072,1238082,0.972866415977478,2,High
81072,1134547,0.9530333876609802,3,High
81072,1029201,0.9427188634872437,4,High
81072,1404824,0.9415889978408813,5,High
81072,1880797,0.939078152179718,6,High
81072,348350,0.9265443682670593,7,High
84063,889657,1.0622833967208862,1,High
84063,1271290,1.016405463218689,2,High
84063,685925,1.0047703981399536,3,High
84063,2184136,1.001646637916565,4,High
84063,282987,0.998045027256012,5,High
84063,551078,0.9774197936058044,6,High
84063,1168927,0.9762675166130066,7,High
84204,384283,1.1321340799331665,1,High
84204,1847473,1.131232738494873,2,High
84204,922683,1.1249604225158691,3,High
84204,583161,1.124305248260498,4,High
84204,650357,1.1132471561431885,5,High
84204,484445,1.1114263534545898,6,High
84204,106959,1.1097853183746338,7,High
85008,1062690,0.8785579800605774,1,High
85008,516880,0.8416007161140442,2,High
85008,992373,0.8376975655555725,3,High
85008,1506895,0.8371196389198303,4,High
85008,583166,0.8362960815429688,5,High
85008,921429,0.8255741596221924,6,High
85008,1609545,0.8218016624450684,7,High
85030,787972,1.328244686126709,1,High
85030,1440135,1.3051854372024536,2,High
85030,2151052,1.302821397781372,3,High
85030,2051627,1.2818241119384766,4,High
85030,1336800,1.2720816135406494,5,High
85030,1133095,1.2661346197128296,6,High
85030,717971,1.2629754543304443,7,High
85614,141134,0.8063991665840149,1,High
85614,1574828,0.805110514163971,2,High
85614,36176,0.8044276833534241,3,High
85614,1369522,0.7963005304336548,4,High
85614,684972,0.7911443114280701,5,High
85614,1679325,0.7901371717453003,6,High
85614,1946581,0.7796822786331177,7,High
88850,1406002,1.0147995948791504,1,High
88850,383559,1.0144613981246948,2,High
88850,71518,1.0140931606292725,3,High
88850,685177,1.0139684677124023,4,High
88850,1713636,1.0124553442001343,5,High
88850,1237400,1.0103466510772705,6,High
88850,417418,1.0101889371871948,7,High
89064,2117741,1.1284465789794922,1,High
89064,2183604,1.1112686395645142,2,High
89064,176289,1.1036232709884644,3,High
89064,1879443,1.0834176540374756,4,High
89064,787825,1.0517226457595825,5,High
89064,958087,1.0413286685943604,6,High
89064,385407,1.0389200448989868,7,High
94358,1203321,1.4898762702941895,1,High
94358,1542388,1.447137475013733,2,High
94358,922669,1.441301941871643,3,High
94358,516883,1.438645362854004,4,High
94358,6,1.3599457740783691,5,High
94358,718542,1.352716326713562,6,High
94358,1813680,1.3477767705917358,7,High
94961,1983184,1.1180516481399536,1,High
94961,248654,1.073059320449829,2,High
94961,1405992,1.0580874681472778,3,High
94961,282236,1.0374341011047363,4,High
94961,1062948,1.0347404479980469,5,High
94961,2017152,1.0341209173202515,6,High
94961,1135085,1.026347279548645,7,High
95215,1405719,0.9633957743644714,1,High
95215,1646275,0.9630557894706726,2,High
95215,35736,0.9530529975891113,3,High
95215,1202935,0.9521475434303284,4,High
95215,1609417,0.9486293196678162,5,High
95215,1846454,0.9482826590538025,6,High
95215,176151,0.9482499957084656,7,High
96064,71876,0.08355088531970978,1,High
96064,1747517,0.08354802429676056,2,High
96064,1847947,0.08295418322086334,3,High
96064,72668,0.0771060511469841,4,High
96064,889195,0.0765790045261383,5,High
96064,887890,0.07555127143859863,6,High
96064,856470,0.0750981792807579,7,High
96084,1610018,0.955007791519165,1,High
96084,349181,0.9165204763412476,2,High
96084,1880905,0.9106861352920532,3,High
96084,246869,0.8962295651435852,4,High
96084,889138,0.8893516659736633,5,High
96084,1064070,0.878371000289917,6,High
96084,1609417,0.8622778654098511,7,High
97636,1098835,0.9983747005462646,1,High
97636,1302900,0.9918891787528992,2,High
97636,1847175,0.9890854954719543,3,High
97636,385284,0.9881527423858643,4,High
97636,1473002,0.9845800995826721,5,High
97636,1815403,0.9811559915542603,6,High
97636,1337640,0.9807472229003906,7,High
98211,2018287,1.1063214540481567,1,High
98211,2018708,1.1055233478546143,2,High
98211,1678425,1.0879460573196411,3,High
98211,1304357,1.086173176765442,4,High
98211,1369460,1.0860438346862793,5,High
98211,1217,1.0839189291000366,6,High
98211,2050198,1.0813088417053223,7,High
98434,2215694,1.1229162216186523,1,High
98434,1982717,1.121039867401123,2,High
98434,1780423,1.118028998374939,3,High
98434,71877,1.1160786151885986,4,High
98434,922526,1.096457839012146,5,High
98434,1913427,1.094828724861145,6,High
98434,584520,1.0889027118682861,7,High
102140,417426,1.510119080543518,1,High
102140,1747517,1.4189252853393555,2,High
102140,1814445,1.3848402500152588,3,High
102140,2183020,1.3408455848693848,4,High
102140,1947076,1.3394838571548462,5,High
102140,1169900,1.3355880975723267,6,High
102140,887890,1.3062682151794434,7,High
104461,1303496,1.219216227531433,1,High
104461,649402,1.2113192081451416,2,High
104461,1982865,1.207404613494873,3,High
104461,518243,1.2070717811584473,4,High
104461,1506897,1.1845595836639404,5,High
104461,1133215,1.1795779466629028,6,High
104461,1506102,1.176604151725769,7,High
104634,212367,1.0790305137634277,1,High
104634,958201,1.0758471488952637,2,High
104634,1542396,1.0707157850265503,3,High
104634,1646128,1.070582628250122,4,High
104634,2017285,1.06871497631073,5,High
104634,283696,1.0619161128997803,6,High
104634,1304803,1.0598108768463135,7,High
105626,1405719,0.9598487019538879,1,High
105626,1646275,0.9536187648773193,2,High
105626,1202935,0.9399215579032898,3,High
105626,35736,0.9333038926124573,4,High
105626,1304067,0.9299871921539307,5,High
105626,1846454,0.9296120405197144,6,High
105626,719285,0.9290047287940979,7,High
106239,686337,1.0366766452789307,1,High
106239,1440678,1.0216549634933472,2,High
106239,1270008,1.0116994380950928,3,High
106239,718231,0.9946684241294861,4,High
106239,1981609,0.9945324063301086,5,High
106239,316380,0.9931414723396301,6,High
106239,1879443,0.9856896996498108,7,High
106727,36559,1.4135520458221436,1,High
106727,2049781,1.4006836414337158,2,High
106727,1238082,1.3848471641540527,3,High
106727,484979,1.3567135334014893,4,High
106727,1774,1.3126472234725952,5,High
106727,549754,1.3043136596679688,6,High
106727,1404824,1.2997806072235107,7,High
108478,384821,1.100123405456543,1,High
108478,247555,1.0883640050888062,2,High
108478,283285,1.0875378847122192,3,High
108478,1880728,1.0852794647216797,4,High
108478,212916,1.0832056999206543,5,High
108478,1881288,1.0811409950256348,6,High
108478,888984,1.0788835287094116,7,High
109671,686337,1.136342167854309,1,High
109671,1879443,1.1049643754959106,2,High
109671,751873,1.091068148612976,3,High
109671,1133110,1.0892236232757568,4,High
109671,1507825,1.0765841007232666,5,High
109671,650610,1.0763031244277954,6,High
109671,2117741,1.0754978656768799,7,High
109840,583713,1.4671504497528076,1,High
109840,246998,1.3634804487228394,2,High
109840,483711,1.3030197620391846,3,High
109840,958583,1.3022898435592651,4,High
109840,142201,1.2869333028793335,5,High
109840,2150199,1.275377869606018,6,High
109840,1302894,1.2579706907272339,7,High
110192,1947925,1.0454943180084229,1,High
110192,1337515,1.0389368534088135,2,High
110192,2084557,1.0271040201187134,3,High
110192,719420,0.9952714443206787,4,High
110192,889122,0.9856171607971191,5,High
110192,650883,0.9796267747879028,6,High
110192,349958,0.9792247414588928,7,High
111940,992258,1.1584187746047974,1,High
111940,751319,1.1248505115509033,2,High
111940,1099903,1.1057853698730469,3,High
111940,2218380,1.102538824081421,4,High
111940,1981607,1.1012901067733765,5,High
111940,142905,1.1010195016860962,6,High
111940,1747253,1.1003689765930176,7,High
112203,551086,0.8849005103111267,1,High
112203,1369463,0.8488767147064209,2,High
112203,855457,0.8221657872200012,3,High
112203,719135,0.820551335811615,4,High
112203,2083576,0.8138823509216309,5,High
112203,2083754,0.8107466697692871,6,High
112203,1541694,0.8053655028343201,7,High
112956,1679807,1.1732956171035767,1,High
112956,177574,1.1693679094314575,2,High
112956,2049919,1.1551321744918823,3,High
112956,1847164,1.1514716148376465,4,High
112956,685931,1.1474583148956299,5,High
112956,788245,1.136595606803894,6,High
112956,1405188,1.1362593173980713,7,High
114382,1063112,1.17818284034729,1,High
114382,177326,1.1475828886032104,2,High
114382,684480,1.1379128694534302,3,High
114382,650883,1.118358850479126,4,High
114382,418523,1.1104240417480469,5,High
114382,752256,1.0832877159118652,6,High
114382,315972,1.0785927772521973,7,High
115489,35736,1.0280876159667969,1,High
115489,1405719,1.0256544351577759,2,High
115489,1202935,1.0244083404541016,3,High
115489,1609417,1.0236248970031738,4,High
115489,1846454,1.022570013999939,5,High
115489,176151,1.0219941139221191,6,High
115489,2049920,1.0193464756011963,7,High
118513,1405719,1.010122537612915,1,High
118513,1646275,1.002533197402954,2,High
118513,1202935,0.9959115386009216,3,High
118513,1846454,0.9908541440963745,4,High
118513,1609417,0.9898563027381897,5,High
118513,35736,0.989729106426239,6,High
